,powder1,powder2,fraction
1497,H110,UNIQUE,"[[4.2]
 [2.5]]"
1498,H110,v-N310,[[3.5]]
1499,H110,IMR PB,[[4.66666667]]
1500,H110,ACCUR #2,"[[4.88372093]
 [3.08823529]]"
1501,H4227,v-N110,[[1.07142857]]
1502,H4227,R ENFORCER,[[1.11111111]]
1503,H4227,LONGSHORT,[[2.06896552]]
1504,H4227,HS6,"[[2.76923077]
 [1.83673469]]"
1505,H4227,v-N350,"[[2.76923077]
 [1.875     ]]"
1506,H4227,v-N340,"[[3.10344828]
 [2.09302326]]"
1507,H4227,WIN 231,[[2.46575342]]
1508,H4227,HP38,[[2.46575342]]
1509,H4227,TITEGROUP,"[[4.18604651]
 [2.64705882]]"
1510,H4227,CFE PISTOL,"[[3.33333333]
 [2.60869565]]"
1511,H4227,R TRUE BLUE,"[[3.21428571]
 [1.73076923]]"
1512,H4227,AUTOCOMP,"[[3.82978723]
 [2.4       ]]"
1513,H4227,UNIVERSAL,"[[3.82978723]
 [2.53521127]]"
1514,H4227,ACCUR #7,[[1.65137615]]
1515,H4227,ACCUR #5,"[[2.95081967]
 [1.875     ]]"
1516,H4227,SR4756,"[[3.39622642]
 [3.        ]]"
1517,H4227,HERC 2400,[[1.16883117]]
1518,H4227,SR7625,"[[4.        ]
 [3.10344828]]"
1519,H4227,IMR 700X,"[[5.]
 [4.]]"
1520,H4227,v-N320,"[[3.67346939]
 [2.60869565]]"
1521,H4227,POWER PISTOL,"[[3.33333333]
 [1.95652174]]"
1522,H4227,UNIQUE,"[[3.6       ]
 [2.14285714]]"
1523,H4227,v-N310,[[3.]]
1524,H4227,IMR PB,[[4.]]
1525,H4227,ACCUR #2,"[[4.18604651]
 [2.64705882]]"
1526,v-N110,R ENFORCER,[[1.03703704]]
1527,v-N110,LONGSHORT,[[1.93103448]]
1528,v-N110,HS6,"[[2.58461538]
 [1.71428571]]"
1529,v-N110,v-N350,"[[2.58461538]
 [1.75      ]]"
1530,v-N110,v-N340,"[[2.89655172]
 [1.95348837]]"
1531,v-N110,WIN 231,[[2.30136986]]
1532,v-N110,HP38,[[2.30136986]]
1533,v-N110,TITEGROUP,"[[3.90697674]
 [2.47058824]]"
1534,v-N110,CFE PISTOL,"[[3.11111111]
 [2.43478261]]"
1535,v-N110,R TRUE BLUE,"[[3.        ]
 [1.61538462]]"
1536,v-N110,AUTOCOMP,"[[3.57446809]
 [2.24      ]]"
1537,v-N110,UNIVERSAL,"[[3.57446809]
 [2.36619718]]"
1538,v-N110,ACCUR #7,[[1.5412844]]
1539,v-N110,ACCUR #5,"[[2.75409836]
 [1.75      ]]"
1540,v-N110,SR4756,"[[3.16981132]
 [2.8       ]]"
1541,v-N110,HERC 2400,[[1.09090909]]
1542,v-N110,SR7625,"[[3.73333333]
 [2.89655172]]"
1543,v-N110,IMR 700X,"[[4.66666667]
 [3.73333333]]"
1544,v-N110,v-N320,"[[3.42857143]
 [2.43478261]]"
1545,v-N110,POWER PISTOL,"[[3.11111111]
 [1.82608696]]"
1546,v-N110,UNIQUE,"[[3.36]
 [2.  ]]"
1547,v-N110,v-N310,[[2.8]]
1548,v-N110,IMR PB,[[3.73333333]]
1549,v-N110,ACCUR #2,"[[3.90697674]
 [2.47058824]]"
1550,R ENFORCER,LONGSHORT,[[1.86206897]]
1551,R ENFORCER,HS6,"[[2.49230769]
 [1.65306122]]"
1552,R ENFORCER,v-N350,"[[2.49230769]
 [1.6875    ]]"
1553,R ENFORCER,v-N340,"[[2.79310345]
 [1.88372093]]"
1554,R ENFORCER,WIN 231,[[2.21917808]]
1555,R ENFORCER,HP38,[[2.21917808]]
1556,R ENFORCER,TITEGROUP,"[[3.76744186]
 [2.38235294]]"
1557,R ENFORCER,CFE PISTOL,"[[3.        ]
 [2.34782609]]"
1558,R ENFORCER,R TRUE BLUE,"[[2.89285714]
 [1.55769231]]"
1559,R ENFORCER,AUTOCOMP,"[[3.44680851]
 [2.16      ]]"
1560,R ENFORCER,UNIVERSAL,"[[3.44680851]
 [2.28169014]]"
1561,R ENFORCER,ACCUR #7,[[1.48623853]]
1562,R ENFORCER,ACCUR #5,"[[2.6557377]
 [1.6875   ]]"
1563,R ENFORCER,SR4756,"[[3.05660377]
 [2.7       ]]"
1564,R ENFORCER,HERC 2400,[[1.05194805]]
1565,R ENFORCER,SR7625,"[[3.6       ]
 [2.79310345]]"
1566,R ENFORCER,IMR 700X,"[[4.5]
 [3.6]]"
1567,R ENFORCER,v-N320,"[[3.30612245]
 [2.34782609]]"
1568,R ENFORCER,POWER PISTOL,"[[3.        ]
 [1.76086957]]"
1569,R ENFORCER,UNIQUE,"[[3.24      ]
 [1.92857143]]"
1570,R ENFORCER,v-N310,[[2.7]]
1571,R ENFORCER,IMR PB,[[3.6]]
1572,R ENFORCER,ACCUR #2,"[[3.76744186]
 [2.38235294]]"
1573,LONGSHORT,HS6,"[[1.33846154]
 [0.8877551 ]]"
1574,LONGSHORT,v-N350,"[[1.33846154]
 [0.90625   ]]"
1575,LONGSHORT,v-N340,"[[1.5       ]
 [1.01162791]]"
1576,LONGSHORT,WIN 231,[[1.19178082]]
1577,LONGSHORT,HP38,[[1.19178082]]
1578,LONGSHORT,TITEGROUP,"[[2.02325581]
 [1.27941176]]"
1579,LONGSHORT,CFE PISTOL,"[[1.61111111]
 [1.26086957]]"
1580,LONGSHORT,R TRUE BLUE,"[[1.55357143]
 [0.83653846]]"
1581,LONGSHORT,AUTOCOMP,"[[1.85106383]
 [1.16      ]]"
1582,LONGSHORT,UNIVERSAL,"[[1.85106383]
 [1.22535211]]"
1583,LONGSHORT,ACCUR #7,[[0.79816514]]
1584,LONGSHORT,ACCUR #5,"[[1.42622951]
 [0.90625   ]]"
1585,LONGSHORT,SR4756,"[[1.64150943]
 [1.45      ]]"
1586,LONGSHORT,HERC 2400,[[0.56493506]]
1587,LONGSHORT,SR7625,"[[1.93333333]
 [1.5       ]]"
1588,LONGSHORT,IMR 700X,"[[2.41666667]
 [1.93333333]]"
1589,LONGSHORT,v-N320,"[[1.7755102 ]
 [1.26086957]]"
1590,LONGSHORT,POWER PISTOL,"[[1.61111111]
 [0.94565217]]"
1591,LONGSHORT,UNIQUE,"[[1.74      ]
 [1.03571429]]"
1592,LONGSHORT,v-N310,[[1.45]]
1593,LONGSHORT,IMR PB,[[1.93333333]]
1594,LONGSHORT,ACCUR #2,"[[2.02325581]
 [1.27941176]]"
1595,HS6,v-N350,"[[1.        ]
 [1.02083333]]"
1596,HS6,v-N340,"[[1.12068966]
 [1.13953488]]"
1597,HS6,WIN 231,"[[0.89041096]
 [1.34246575]]"
1598,HS6,HP38,"[[0.89041096]
 [1.34246575]]"
1599,HS6,TITEGROUP,"[[1.51162791]
 [1.44117647]]"
1600,HS6,CFE PISTOL,"[[1.2037037 ]
 [1.42028986]]"
1601,HS6,R TRUE BLUE,"[[1.16071429]
 [0.94230769]]"
1602,HS6,AUTOCOMP,"[[1.38297872]
 [1.30666667]]"
1603,HS6,UNIVERSAL,"[[1.38297872]
 [1.38028169]]"
1604,HS6,ACCUR #7,"[[0.59633028]
 [0.89908257]]"
1605,HS6,ACCUR #5,"[[1.06557377]
 [1.02083333]]"
1606,HS6,SR4756,"[[1.22641509]
 [1.63333333]]"
1607,HS6,HERC 2400,"[[0.42207792]
 [0.63636364]]"
1608,HS6,SR7625,"[[1.44444444]
 [1.68965517]]"
1609,HS6,IMR 700X,"[[1.80555556]
 [2.17777778]]"
1610,HS6,v-N320,"[[1.32653061]
 [1.42028986]]"
1611,HS6,POWER PISTOL,"[[1.2037037 ]
 [1.06521739]]"
1612,HS6,UNIQUE,"[[1.3       ]
 [1.16666667]]"
1613,HS6,v-N310,"[[1.08333333]
 [1.63333333]]"
1614,HS6,IMR PB,"[[1.44444444]
 [2.17777778]]"
1615,HS6,ACCUR #2,"[[1.51162791]
 [1.44117647]]"
1616,v-N350,v-N340,"[[1.12068966]
 [1.11627907]]"
1617,v-N350,WIN 231,"[[0.89041096]
 [1.31506849]]"
1618,v-N350,HP38,"[[0.89041096]
 [1.31506849]]"
1619,v-N350,TITEGROUP,"[[1.51162791]
 [1.41176471]]"
1620,v-N350,CFE PISTOL,"[[1.2037037 ]
 [1.39130435]]"
1621,v-N350,R TRUE BLUE,"[[1.16071429]
 [0.92307692]]"
1622,v-N350,AUTOCOMP,"[[1.38297872]
 [1.28      ]]"
1623,v-N350,UNIVERSAL,"[[1.38297872]
 [1.35211268]]"
1624,v-N350,ACCUR #7,"[[0.59633028]
 [0.88073394]]"
1625,v-N350,ACCUR #5,"[[1.06557377]
 [1.        ]]"
1626,v-N350,SR4756,"[[1.22641509]
 [1.6       ]]"
1627,v-N350,HERC 2400,"[[0.42207792]
 [0.62337662]]"
1628,v-N350,SR7625,"[[1.44444444]
 [1.65517241]]"
1629,v-N350,IMR 700X,"[[1.80555556]
 [2.13333333]]"
1630,v-N350,v-N320,"[[1.32653061]
 [1.39130435]]"
1631,v-N350,POWER PISTOL,"[[1.2037037 ]
 [1.04347826]]"
1632,v-N350,UNIQUE,"[[1.3       ]
 [1.14285714]]"
1633,v-N350,v-N310,"[[1.08333333]
 [1.6       ]]"
1634,v-N350,IMR PB,"[[1.44444444]
 [2.13333333]]"
1635,v-N350,ACCUR #2,"[[1.51162791]
 [1.41176471]]"
1636,v-N340,WIN 231,"[[0.79452055]
 [1.17808219]]"
1637,v-N340,HP38,"[[0.79452055]
 [1.17808219]]"
1638,v-N340,TITEGROUP,"[[1.34883721]
 [1.26470588]]"
1639,v-N340,CFE PISTOL,"[[1.07407407]
 [1.24637681]]"
1640,v-N340,R TRUE BLUE,"[[1.03571429]
 [0.82692308]]"
1641,v-N340,AUTOCOMP,"[[1.23404255]
 [1.14666667]]"
1642,v-N340,UNIVERSAL,"[[1.23404255]
 [1.21126761]]"
1643,v-N340,ACCUR #7,"[[0.53211009]
 [0.78899083]]"
1644,v-N340,ACCUR #5,"[[0.95081967]
 [0.89583333]]"
1645,v-N340,SR4756,"[[1.09433962]
 [1.43333333]]"
1646,v-N340,HERC 2400,"[[0.37662338]
 [0.55844156]]"
1647,v-N340,SR7625,"[[1.28888889]
 [1.48275862]]"
1648,v-N340,IMR 700X,"[[1.61111111]
 [1.91111111]]"
1649,v-N340,v-N320,"[[1.18367347]
 [1.24637681]]"
1650,v-N340,POWER PISTOL,"[[1.07407407]
 [0.93478261]]"
1651,v-N340,UNIQUE,"[[1.16      ]
 [1.02380952]]"
1652,v-N340,v-N310,"[[0.96666667]
 [1.43333333]]"
1653,v-N340,IMR PB,"[[1.28888889]
 [1.91111111]]"
1654,v-N340,ACCUR #2,"[[1.34883721]
 [1.26470588]]"
1655,WIN 231,HP38,[[1.]]
1656,WIN 231,TITEGROUP,"[[1.69767442]
 [1.07352941]]"
1657,WIN 231,CFE PISTOL,"[[1.35185185]
 [1.05797101]]"
1658,WIN 231,R TRUE BLUE,"[[1.30357143]
 [0.70192308]]"
1659,WIN 231,AUTOCOMP,"[[1.55319149]
 [0.97333333]]"
1660,WIN 231,UNIVERSAL,"[[1.55319149]
 [1.02816901]]"
1661,WIN 231,ACCUR #7,[[0.66972477]]
1662,WIN 231,ACCUR #5,"[[1.19672131]
 [0.76041667]]"
1663,WIN 231,SR4756,"[[1.37735849]
 [1.21666667]]"
1664,WIN 231,HERC 2400,[[0.47402597]]
1665,WIN 231,SR7625,"[[1.62222222]
 [1.25862069]]"
1666,WIN 231,IMR 700X,"[[2.02777778]
 [1.62222222]]"
1667,WIN 231,v-N320,"[[1.48979592]
 [1.05797101]]"
1668,WIN 231,POWER PISTOL,"[[1.35185185]
 [0.79347826]]"
1669,WIN 231,UNIQUE,"[[1.46      ]
 [0.86904762]]"
1670,WIN 231,v-N310,[[1.21666667]]
1671,WIN 231,IMR PB,[[1.62222222]]
1672,WIN 231,ACCUR #2,"[[1.69767442]
 [1.07352941]]"
1673,HP38,TITEGROUP,"[[1.69767442]
 [1.07352941]]"
1674,HP38,CFE PISTOL,"[[1.35185185]
 [1.05797101]]"
1675,HP38,R TRUE BLUE,"[[1.30357143]
 [0.70192308]]"
1676,HP38,AUTOCOMP,"[[1.55319149]
 [0.97333333]]"
1677,HP38,UNIVERSAL,"[[1.55319149]
 [1.02816901]]"
1678,HP38,ACCUR #7,[[0.66972477]]
1679,HP38,ACCUR #5,"[[1.19672131]
 [0.76041667]]"
1680,HP38,SR4756,"[[1.37735849]
 [1.21666667]]"
1681,HP38,HERC 2400,[[0.47402597]]
1682,HP38,SR7625,"[[1.62222222]
 [1.25862069]]"
1683,HP38,IMR 700X,"[[2.02777778]
 [1.62222222]]"
1684,HP38,v-N320,"[[1.48979592]
 [1.05797101]]"
1685,HP38,POWER PISTOL,"[[1.35185185]
 [0.79347826]]"
1686,HP38,UNIQUE,"[[1.46      ]
 [0.86904762]]"
1687,HP38,v-N310,[[1.21666667]]
1688,HP38,IMR PB,[[1.62222222]]
1689,HP38,ACCUR #2,"[[1.69767442]
 [1.07352941]]"
1690,TITEGROUP,CFE PISTOL,"[[0.7962963 ]
 [0.98550725]]"
1691,TITEGROUP,R TRUE BLUE,"[[0.76785714]
 [0.65384615]]"
1692,TITEGROUP,AUTOCOMP,"[[0.91489362]
 [0.90666667]]"
1693,TITEGROUP,UNIVERSAL,"[[0.91489362]
 [0.95774648]]"
1694,TITEGROUP,ACCUR #7,"[[0.39449541]
 [0.62385321]]"
1695,TITEGROUP,ACCUR #5,"[[0.70491803]
 [0.70833333]]"
1696,TITEGROUP,SR4756,"[[0.81132075]
 [1.13333333]]"
1697,TITEGROUP,HERC 2400,"[[0.27922078]
 [0.44155844]]"
1698,TITEGROUP,SR7625,"[[0.95555556]
 [1.17241379]]"
1699,TITEGROUP,IMR 700X,"[[1.19444444]
 [1.51111111]]"
1700,TITEGROUP,v-N320,"[[0.87755102]
 [0.98550725]]"
1701,TITEGROUP,POWER PISTOL,"[[0.7962963 ]
 [0.73913043]]"
1702,TITEGROUP,UNIQUE,"[[0.86      ]
 [0.80952381]]"
1703,TITEGROUP,v-N310,"[[0.71666667]
 [1.13333333]]"
1704,TITEGROUP,IMR PB,"[[0.95555556]
 [1.51111111]]"
1705,TITEGROUP,ACCUR #2,"[[1.]
 [1.]]"
1706,CFE PISTOL,R TRUE BLUE,"[[0.96428571]
 [0.66346154]]"
1707,CFE PISTOL,AUTOCOMP,"[[1.14893617]
 [0.92      ]]"
1708,CFE PISTOL,UNIVERSAL,"[[1.14893617]
 [0.97183099]]"
1709,CFE PISTOL,ACCUR #7,"[[0.49541284]
 [0.63302752]]"
1710,CFE PISTOL,ACCUR #5,"[[0.8852459]
 [0.71875  ]]"
1711,CFE PISTOL,SR4756,"[[1.01886792]
 [1.15      ]]"
1712,CFE PISTOL,HERC 2400,"[[0.35064935]
 [0.44805195]]"
1713,CFE PISTOL,SR7625,"[[1.2       ]
 [1.18965517]]"
1714,CFE PISTOL,IMR 700X,"[[1.5       ]
 [1.53333333]]"
1715,CFE PISTOL,v-N320,"[[1.10204082]
 [1.        ]]"
1716,CFE PISTOL,POWER PISTOL,"[[1.  ]
 [0.75]]"
1717,CFE PISTOL,UNIQUE,"[[1.08      ]
 [0.82142857]]"
1718,CFE PISTOL,v-N310,"[[0.9 ]
 [1.15]]"
1719,CFE PISTOL,IMR PB,"[[1.2       ]
 [1.53333333]]"
1720,CFE PISTOL,ACCUR #2,"[[1.25581395]
 [1.01470588]]"
1721,R TRUE BLUE,AUTOCOMP,"[[1.19148936]
 [1.38666667]]"
1722,R TRUE BLUE,UNIVERSAL,"[[1.19148936]
 [1.46478873]]"
1723,R TRUE BLUE,ACCUR #7,"[[0.51376147]
 [0.95412844]]"
1724,R TRUE BLUE,ACCUR #5,"[[0.91803279]
 [1.08333333]]"
1725,R TRUE BLUE,SR4756,"[[1.05660377]
 [1.73333333]]"
1726,R TRUE BLUE,HERC 2400,"[[0.36363636]
 [0.67532468]]"
1727,R TRUE BLUE,SR7625,"[[1.24444444]
 [1.79310345]]"
1728,R TRUE BLUE,IMR 700X,"[[1.55555556]
 [2.31111111]]"
1729,R TRUE BLUE,v-N320,"[[1.14285714]
 [1.50724638]]"
1730,R TRUE BLUE,POWER PISTOL,"[[1.03703704]
 [1.13043478]]"
1731,R TRUE BLUE,UNIQUE,"[[1.12      ]
 [1.23809524]]"
1732,R TRUE BLUE,v-N310,"[[0.93333333]
 [1.73333333]]"
1733,R TRUE BLUE,IMR PB,"[[1.24444444]
 [2.31111111]]"
1734,R TRUE BLUE,ACCUR #2,"[[1.30232558]
 [1.52941176]]"
1735,AUTOCOMP,UNIVERSAL,"[[1.        ]
 [1.05633803]]"
1736,AUTOCOMP,ACCUR #7,"[[0.43119266]
 [0.68807339]]"
1737,AUTOCOMP,ACCUR #5,"[[0.7704918]
 [0.78125  ]]"
1738,AUTOCOMP,SR4756,"[[0.88679245]
 [1.25      ]]"
1739,AUTOCOMP,HERC 2400,"[[0.30519481]
 [0.48701299]]"
1740,AUTOCOMP,SR7625,"[[1.04444444]
 [1.29310345]]"
1741,AUTOCOMP,IMR 700X,"[[1.30555556]
 [1.66666667]]"
1742,AUTOCOMP,v-N320,"[[0.95918367]
 [1.08695652]]"
1743,AUTOCOMP,POWER PISTOL,"[[0.87037037]
 [0.81521739]]"
1744,AUTOCOMP,UNIQUE,"[[0.94      ]
 [0.89285714]]"
1745,AUTOCOMP,v-N310,"[[0.78333333]
 [1.25      ]]"
1746,AUTOCOMP,IMR PB,"[[1.04444444]
 [1.66666667]]"
1747,AUTOCOMP,ACCUR #2,"[[1.09302326]
 [1.10294118]]"
1748,UNIVERSAL,ACCUR #7,"[[0.43119266]
 [0.65137615]]"
1749,UNIVERSAL,ACCUR #5,"[[0.7704918 ]
 [0.73958333]]"
1750,UNIVERSAL,SR4756,"[[0.88679245]
 [1.18333333]]"
1751,UNIVERSAL,HERC 2400,"[[0.30519481]
 [0.46103896]]"
1752,UNIVERSAL,SR7625,"[[1.04444444]
 [1.22413793]]"
1753,UNIVERSAL,IMR 700X,"[[1.30555556]
 [1.57777778]]"
1754,UNIVERSAL,v-N320,"[[0.95918367]
 [1.02898551]]"
1755,UNIVERSAL,POWER PISTOL,"[[0.87037037]
 [0.77173913]]"
1756,UNIVERSAL,UNIQUE,"[[0.94     ]
 [0.8452381]]"
1757,UNIVERSAL,v-N310,"[[0.78333333]
 [1.18333333]]"
1758,UNIVERSAL,IMR PB,"[[1.04444444]
 [1.57777778]]"
1759,UNIVERSAL,ACCUR #2,"[[1.09302326]
 [1.04411765]]"
1760,ACCUR #7,ACCUR #5,"[[1.78688525]
 [1.13541667]]"
1761,ACCUR #7,SR4756,"[[2.05660377]
 [1.81666667]]"
1762,ACCUR #7,HERC 2400,[[0.70779221]]
1763,ACCUR #7,SR7625,"[[2.42222222]
 [1.87931034]]"
1764,ACCUR #7,IMR 700X,"[[3.02777778]
 [2.42222222]]"
1765,ACCUR #7,v-N320,"[[2.2244898 ]
 [1.57971014]]"
1766,ACCUR #7,POWER PISTOL,"[[2.01851852]
 [1.18478261]]"
1767,ACCUR #7,UNIQUE,"[[2.18      ]
 [1.29761905]]"
1768,ACCUR #7,v-N310,[[1.81666667]]
1769,ACCUR #7,IMR PB,[[2.42222222]]
1770,ACCUR #7,ACCUR #2,"[[2.53488372]
 [1.60294118]]"
1771,ACCUR #5,SR4756,"[[1.1509434]
 [1.6      ]]"
1772,ACCUR #5,HERC 2400,"[[0.3961039 ]
 [0.62337662]]"
1773,ACCUR #5,SR7625,"[[1.35555556]
 [1.65517241]]"
1774,ACCUR #5,IMR 700X,"[[1.69444444]
 [2.13333333]]"
1775,ACCUR #5,v-N320,"[[1.24489796]
 [1.39130435]]"
1776,ACCUR #5,POWER PISTOL,"[[1.12962963]
 [1.04347826]]"
1777,ACCUR #5,UNIQUE,"[[1.22      ]
 [1.14285714]]"
1778,ACCUR #5,v-N310,"[[1.01666667]
 [1.6       ]]"
1779,ACCUR #5,IMR PB,"[[1.35555556]
 [2.13333333]]"
1780,ACCUR #5,ACCUR #2,"[[1.41860465]
 [1.41176471]]"
1781,SR4756,HERC 2400,"[[0.34415584]
 [0.38961039]]"
1782,SR4756,SR7625,"[[1.17777778]
 [1.03448276]]"
1783,SR4756,IMR 700X,"[[1.47222222]
 [1.33333333]]"
1784,SR4756,v-N320,"[[1.08163265]
 [0.86956522]]"
1785,SR4756,POWER PISTOL,"[[0.98148148]
 [0.65217391]]"
1786,SR4756,UNIQUE,"[[1.06      ]
 [0.71428571]]"
1787,SR4756,v-N310,"[[0.88333333]
 [1.        ]]"
1788,SR4756,IMR PB,"[[1.17777778]
 [1.33333333]]"
1789,SR4756,ACCUR #2,"[[1.23255814]
 [0.88235294]]"
1790,HERC 2400,SR7625,"[[3.42222222]
 [2.65517241]]"
1791,HERC 2400,IMR 700X,"[[4.27777778]
 [3.42222222]]"
1792,HERC 2400,v-N320,"[[3.14285714]
 [2.23188406]]"
1793,HERC 2400,POWER PISTOL,"[[2.85185185]
 [1.67391304]]"
1794,HERC 2400,UNIQUE,"[[3.08      ]
 [1.83333333]]"
1795,HERC 2400,v-N310,[[2.56666667]]
1796,HERC 2400,IMR PB,[[3.42222222]]
1797,HERC 2400,ACCUR #2,"[[3.58139535]
 [2.26470588]]"
1798,SR7625,IMR 700X,"[[1.25      ]
 [1.28888889]]"
1799,SR7625,v-N320,"[[0.91836735]
 [0.84057971]]"
1800,SR7625,POWER PISTOL,"[[0.83333333]
 [0.63043478]]"
1801,SR7625,UNIQUE,"[[0.9       ]
 [0.69047619]]"
1802,SR7625,v-N310,"[[0.75      ]
 [0.96666667]]"
1803,SR7625,IMR PB,"[[1.        ]
 [1.28888889]]"
1804,SR7625,ACCUR #2,"[[1.04651163]
 [0.85294118]]"
1805,IMR 700X,v-N320,"[[0.73469388]
 [0.65217391]]"
1806,IMR 700X,POWER PISTOL,"[[0.66666667]
 [0.48913043]]"
1807,IMR 700X,UNIQUE,"[[0.72      ]
 [0.53571429]]"
1808,IMR 700X,v-N310,"[[0.6 ]
 [0.75]]"
1809,IMR 700X,IMR PB,"[[0.8]
 [1. ]]"
1810,IMR 700X,ACCUR #2,"[[0.8372093 ]
 [0.66176471]]"
1811,v-N320,POWER PISTOL,"[[0.90740741]
 [0.75      ]]"
1812,v-N320,UNIQUE,"[[0.98      ]
 [0.82142857]]"
1813,v-N320,v-N310,"[[0.81666667]
 [1.15      ]]"
1814,v-N320,IMR PB,"[[1.08888889]
 [1.53333333]]"
1815,v-N320,ACCUR #2,"[[1.13953488]
 [1.01470588]]"
1816,POWER PISTOL,UNIQUE,"[[1.08     ]
 [1.0952381]]"
1817,POWER PISTOL,v-N310,"[[0.9       ]
 [1.53333333]]"
1818,POWER PISTOL,IMR PB,"[[1.2       ]
 [2.04444444]]"
1819,POWER PISTOL,ACCUR #2,"[[1.25581395]
 [1.35294118]]"
1820,UNIQUE,v-N310,"[[0.83333333]
 [1.4       ]]"
1821,UNIQUE,IMR PB,"[[1.11111111]
 [1.86666667]]"
1822,UNIQUE,ACCUR #2,"[[1.1627907 ]
 [1.23529412]]"
1823,v-N310,IMR PB,[[1.33333333]]
1824,v-N310,ACCUR #2,"[[1.39534884]
 [0.88235294]]"
1825,IMR PB,ACCUR #2,"[[1.04651163]
 [0.66176471]]"
